44,43,41,45,38,56,46,33,46,45,45,47,45,45,42,45,26,47,40,42,41,40,51,34,34,36,46,51,43,55,56,37,53,44,57,48,34,49,53,52,47,38,37,39,47,34,44,47,51,57,41,40,44,35,55,45,53,40,39,46,36,43,42,48,40,55,32,42,50,34,44,46,50,61,48,40,35,56,45,35,56,45,62,35,57,33,37,38,40,36,39,55,57,44,40,37,36,37,30,36,44,37,41,48,42,44,50,34,35,39,40,45,36,49,39,70,54,44,52,50,48,36,49,51,47,46,36,55,37,44,27,45,29,41,51,47,52,46,42,48,43,40,38,45,38,56,46,47,45,41,45,53,35,52,47,45,42,48,48,40,51,49,41,45,37,40,55,45,41,53,40,35,35,49,44,48,46,43,39,40,33,44,50,61,35,36,40,40,45,46,42,31,47,48,54,34,73,44,44,32,47,49,37,38,56,47,57,30,45,33,41,35,38,41,47,38,34,41,39,48,42,38,32,37,60,53,51,46,47,27,44,41,43,44,41,41,52,43,33,47,24,42,41,38,40,29,33,40,38,45,41,36,50,32,30,53,46,66,37,36,45,35,39,39,49,39,40,48,41,48,38,42,49,40,33,41,49,58,45,33,43,50,33,35,45,31,40,35,36,40,34,44,34,39,45,49,41,51,52,38,40,46,47,47,47,43,44,50,41,48,55,33,48,48,32,30,45,40,43,38,39,40,52,43,37,45,49,37,40,50,55,50,36,43,38,54,43,49,57,53,32,54,47,41,30,35,62,34,32,46,45,48,30,35,36,43,47,47,37,39,38,39,46,47,67,48,40,35,41,43,48,40,41,43,33,35,39,43,28,43,36,32,39,25,42,45,39,38,50,51,48,43,37,41,47,46,43,53,47,31,37,39,32,43,45,66,34,49,43,47,46,36,38,46,40,47,41,48,34,33,44,36,40,44,49,34,41,45,48,39,45,41,37,36,51,43,43,43,41,42,47,36,44,53,39,38,48,53,38,35,51,29,39,30,50,29,44,41,48,45,44,47,39,35,41,39,40,42,46,32,46,45,43,42,36,36,38,37,54,46,44,37,50,45,38,42,43,30,38,46,36,37,49,47,42,47,43,47,44,50,43,45,43,36,40,25,47,51,52,44,36,58,36,48,40,33,34,31,38,46,35,41,39,60,44,51,41,41,50,39,43,41,41,36,51,45,43,39,51,40,39,42,42,32,45,38,34,38,43,57,22,36,37,36,22,13,22,21,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,18,21,30,23,19,29,21,25,31,26,16,25,18,30,26,16,17,25,23,26,17,20,30,24,21,25,23,20,30,25,23,19,23,27,22,25,28,19,22,19,27,13,19,21,22,16,32,18,21,28,22,23,21,17,28,22,23,23,18,21,26,25,28,31,29,29,17,24,17,23,21,19,28,19,22,31,25,17,24,25,21,21,24,23,22,21,20,26,24,24,26,25,18,25,19,25,24,22,24,18,16,29,19,17,23,25,25,20,23,32,17,25,23,27,19,22,21,26,29,26,30,18,23,19,25,25,21,30,28,26,23,20,21,26,24,30,26,30,20,19,27,17,25,24,24,15,23,23,17,20,19,18,16,21,32,25,15,20,13,17,28,22,17,24,21,23,19,24,28,27,20,31,28,19,25,24,22,25,23,21,27,23,16,25,20,17,24,24,22,17,25,26,22,19,20,25,24,23,22,23,17,18,22,21,19,25,25,21,18,23,20,24,27,14,27,23,32,23,18,25,27,18,18,27,27,20,27,22,30,19,22,17,24,16,24,18,31,24,26,30,21,22,18,25,22,22,15,29,19,18,19,26,18,24,21,19,28,21,20,15,23,21,21,23,21,16,17,25,24,23,20,13,32,25,18,18,21,25,21,24,20,20,18,17,32,22,28,21,23,17,20,14,24,30,23,22,16,23,23,25,14,23,24,23,23,26,19,17,20,24,15,27,22,23,19,24,33,19,18,21,20,28,20,20,27,30,18,21,23,17,23,26,25,26,15,23,22,24,29,23,11,29,28,19,22,25,19,28,18,18,23,26,24,27,27,24,22,20,22,20,23,26,18,21,27,22,27,23,21,16,21,27,18,23,29,20,16,17,14,20,31,22,22,20,20,25,25,28,22,18,18,26,25,24,26,38,19,23,16,25,18,24,20,18,21,19,28,22,23,22,17,18,26,24,25,21,26,27,30,27,24,20,23,17,26,28,32,21,23,22,24,22,22,18,22,25,29,22,18,18,21,23,17,22,22,18,30,30,22,16,22,20,27,25,19,20,23,25,25,21,26,24,24,27,23,20,17,23,23,27,17,23,22,20,34,32,25,21,18,29,27,20,22,23,21,22,17,26,26,23,24,31,17,25,22,19,23,21,18,34,28,18,19,28,24,17,26,21,18,26,16,22,23,18,24,22,24,20,19,21,21,18,27,22,21,27,27,21,20,21,28,28,16,27,20,21,19,16,18,17,26,21,13,21,18,8,12,8,11,15,16,13,25,12,5,3,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,45,41,38,40,46,40,40,41,43,50,37,39,37,42,42,39,35,48,44,36,47,39,46,40,38,34,41,40,34,45,46,51,51,51,42,44,56,46,45,50,46,33,58,42,40,39,42,50,35,46,44,34,37,31,35,35,44,52,34,43,33,43,47,51,44,34,35,42,45,40,41,44,42,44,46,39,45,47,36,38,42,36,38,46,41,31,39,35,36,35,49,40,42,47,48,31,35,29,40,41,42,42,46,53,40,34,54,39,41,35,42,38,36,34,38,50,43,44,41,41,42,45,42,28,40,36,45,50,56,45,45,38,42,43,54,44,50,40,43,38,46,32,41,39,36,49,42,43,43,40,36,42,46,44,41,42,44,38,33,42,35,39,42,40,39,49,40,36,49,31,37,40,38,39,39,34,32,34,45,36,51,38,42,39,41,41,43,40,35,28,52,54,36,39,51,30,38,53,35,44,37,47,39,39,39,53,34,33,37,40,45,52,59,38,42,38,46,40,36,40,49,35,35,38,35,31,36,46,44,36,56,39,39,30,42,42,32,45,43,45,40,36,28,48,31,39,50,36,33,35,41,45,35,45,44,41,49,43,41,31,47,32,46,33,41,36,29,33,45,45,37,36,39,42,42,42,37,43,45,39,42,36,41,43,51,32,41,38,31,54,40,39,42,51,29,45,40,42,40,40,40,35,40,34,48,42,43,28,48,46,36,36,48,52,50,49,59,54,46,41,38,48,34,42,53,55,45,30,34,42,38,46,33,38,37,35,38,44,39,34,39,29,40,39,32,36,37,33,35,51,38,38,33,53,41,41,32,37,39,32,38,45,45,31,43,34,50,22,29,40,44,29,42,41,58,45,44,38,34,43,43,41,53,36,35,35,45,44,49,44,33,48,44,45,39,41,38,49,37,50,40,47,38,38,51,34,45,45,42,41,44,43,45,40,50,49,42,44,38,46,34,46,35,30,37,45,47,44,43,38,49,41,41,32,37,39,40,41,47,39,44,42,52,38,36,46,39,39,38,31,43,33,38,53,26,40,42,33,41,46,50,44,27,40,53,34,45,35,46,37,31,51,47,40,38,48,46,42,30,52,33,39,44,32,39,28,36,42,46,49,32,49,44,35,39,28,33,46,40,49,44,37,59,44,43,39,39,39,51,35,35,41,39,45,35,52,47,39,49,36,46,42,35,54,39,44,43,50,40,38,37,47,43,36,43,49,32,29,40,31,51,30,30,43,36,32,26,26,33,33,49,30,39,34,17,14,20,18,18,25,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,27,17,11,23,24,25,18,15,17,16,9,21,13,16,14,21,12,12,19,10,15,14,14,9,7,15,14,13,31,13,16,17,15,18,16,14,16,10,23,17,19,11,16,8,17,12,16,15,17,15,14,17,21,19,13,16,24,14,13,17,13,15,12,16,13,13,19,9,17,18,5,21,15,14,18,26,22,16,13,15,18,18,13,25,14,18,19,13,20,13,19,19,18,9,24,19,11,16,23,16,8,16,24,20,11,17,12,8,19,12,23,16,16,17,23,18,18,12,15,9,7,21,10,27,11,13,16,10,16,13,18,27,9,24,10,18,6,12,12,15,9,19,23,9,13,15,20,13,13,11,23,15,13,17,17,16,12,9,17,21,9,14,19,13,14,19,12,14,11,10,14,21,11,20,14,14,21,21,9,16,18,13,13,23,13,14,12,12,14,17,12,19,8,22,16,24,21,14,14,6,17,14,19,33,20,19,13,12,14,12,19,10,19,10,22,20,17,12,20,10,14,19,15,16,16,13,27,17,15,7,16,6,14,21,21,10,16,14,10,13,14,7,12,13,15,18,18,16,15,23,9,17,12,7,21,15,13,11,17,16,12,17,15,21,15,13,11,18,12,14,18,19,15,16,12,13,12,22,11,9,22,15,15,18,8,14,20,16,17,14,18,13,22,15,16,16,14,10,9,19,16,16,19,16,19,14,11,17,13,14,22,19,15,12,13,9,11,12,13,18,10,17,26,18,18,15,21,26,19,10,13,10,11,23,29,22,26,10,16,25,18,17,15,18,14,16,19,13,19,32,20,13,8,22,14,15,16,28,18,11,5,15,13,16,15,14,12,14,12,23,19,16,14,20,20,19,21,15,13,9,14,7,9,11,21,13,19,19,18,18,24,9,19,9,14,14,13,12,14,19,16,16,21,27,16,10,12,15,16,21,18,17,19,12,19,14,17,12,14,11,21,8,16,11,8,7,16,10,17,11,10,14,5,13,15,14,15,14,17,12,12,16,23,13,13,11,13,13,11,17,20,15,17,18,26,10,14,15,17,15,18,15,13,17,15,24,13,17,13,9,14,17,9,12,13,9,15,19,16,14,13,15,12,18,10,18,14,17,20,9,12,8,13,20,24,17,14,6,19,14,10,23,15,9,19,7,7,5,18,16,19,17,11,17,12,19,17,13,6,18,14,18,14,7,11,13,13,5,18,16,21,21,10,4,10,10,11,23,18,23,14,13,13,13,13,19,11,15,15,10,11,9,11,12,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,44,39,30,43,28,41,27,41,37,53,36,46,32,34,40,37,42,49,32,38,36,30,50,34,28,38,47,37,30,43,31,50,32,47,44,44,32,37,24,30,61,18,42,42,41,46,45,37,32,45,30,40,32,35,40,33,36,35,29,44,35,37,42,56,41,36,24,29,29,34,32,37,54,34,47,46,44,34,29,38,45,36,40,38,41,34,31,35,43,43,47,34,40,44,40,30,31,30,48,37,38,43,26,40,43,36,37,28,35,37,32,41,31,36,36,47,39,40,41,37,46,24,33,31,39,36,34,39,53,44,30,31,30,47,40,30,51,48,32,39,50,26,34,45,49,34,34,38,26,32,28,34,45,37,42,53,25,38,23,38,52,24,26,36,38,39,26,31,42,38,36,48,29,27,43,31,34,36,46,30,52,30,25,40,41,31,45,35,28,18,49,51,35,28,42,22,42,56,37,32,33,42,34,30,30,41,44,25,33,34,29,60,52,46,40,33,32,36,35,37,45,33,27,45,30,32,34,31,54,28,33,45,40,26,40,32,38,39,44,39,38,32,24,53,34,39,36,33,33,31,27,38,44,40,38,28,54,52,36,33,47,30,30,33,46,28,30,35,37,31,32,21,41,36,39,38,40,40,36,39,36,32,26,29,45,42,52,34,22,34,44,36,44,59,29,50,43,26,45,44,24,39,35,30,35,33,28,27,28,47,28,37,33,60,41,50,40,33,33,40,35,44,32,49,43,53,23,27,37,34,37,38,40,48,30,33,41,42,35,33,28,38,42,25,34,37,28,35,29,42,36,52,38,44,42,38,33,41,33,37,25,45,27,34,48,32,45,26,39,37,37,31,46,33,36,40,33,37,19,37,34,38,37,25,37,26,39,43,46,24,30,46,38,30,48,33,26,34,30,45,36,46,27,43,29,47,38,46,25,30,62,32,30,33,44,30,46,33,42,41,30,50,39,27,37,42,50,35,36,35,41,36,46,25,31,35,36,27,32,29,40,42,39,33,26,26,40,43,57,25,24,23,41,39,25,39,34,40,41,47,44,37,46,41,43,27,43,28,46,37,21,35,35,35,45,42,40,28,33,42,33,36,45,32,40,29,33,46,42,39,43,41,39,39,44,19,33,37,39,45,43,54,45,45,45,44,51,36,49,35,33,28,24,41,28,49,44,47,30,38,42,34,33,40,32,39,33,44,24,38,33,43,22,34,34,29,25,34,42,27,36,26,20,44,52,23,25,21,22,30,30,22,46,36,23,20,14,8,8,23,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,28,18,21,18,20,25,14,14,19,25,16,18,24,17,27,15,22,23,23,10,23,22,26,16,25,23,20,14,20,12,20,20,14,20,29,16,18,17,20,24,23,22,15,12,25,17,15,20,27,25,19,19,22,19,20,23,23,14,18,24,23,19,24,12,19,18,23,26,31,23,21,18,21,19,14,21,18,20,28,18,21,13,22,26,19,15,24,18,22,17,21,20,19,13,16,23,16,18,17,24,15,23,24,21,16,20,19,19,26,19,15,14,17,21,23,19,26,19,24,19,19,22,21,20,21,15,20,21,17,17,28,22,15,14,20,23,16,23,17,19,24,20,16,14,17,15,22,19,17,20,27,14,21,10,21,19,30,25,19,25,21,21,16,23,20,25,26,25,14,18,13,20,19,23,17,16,22,21,15,24,28,16,19,20,23,17,16,14,17,23,21,22,20,26,15,18,20,22,14,20,21,19,26,21,24,17,17,20,20,18,11,23,22,12,21,22,24,23,20,17,18,22,20,13,15,27,18,18,16,16,20,17,22,18,24,14,22,11,22,20,20,16,18,16,15,12,14,14,24,22,18,19,17,21,24,17,13,20,19,18,17,23,17,18,22,21,18,17,18,19,16,20,20,22,19,14,15,14,22,19,16,22,16,32,17,18,22,20,18,22,21,18,16,18,13,13,17,19,12,17,23,8,25,21,12,21,12,13,27,17,18,20,18,14,18,28,28,18,18,14,19,16,24,20,16,24,27,19,15,26,16,24,17,23,20,23,21,18,16,12,20,20,16,18,18,21,14,21,23,22,16,16,23,21,9,16,19,14,21,12,21,18,24,21,15,12,25,22,9,13,23,19,14,21,21,24,24,14,21,12,25,20,9,15,16,20,20,16,20,19,19,10,20,23,18,15,24,21,20,18,20,25,10,23,25,21,22,23,13,20,17,22,20,21,13,19,19,22,25,24,19,14,20,22,16,19,19,15,21,20,23,21,15,24,12,29,19,23,15,19,27,13,18,20,17,18,19,26,22,16,24,26,14,19,13,21,18,18,20,13,21,13,11,16,18,18,21,19,19,19,22,17,16,18,11,13,21,21,19,15,18,24,21,20,19,13,17,19,28,17,15,15,19,19,15,18,17,16,19,20,21,18,20,17,11,21,18,20,16,26,24,25,16,21,15,15,19,20,16,13,20,20,19,17,17,19,24,14,14,20,20,21,14,16,15,23,14,23,20,19,18,19,25,19,15,29,16,19,20,18,16,20,23,21,15,14,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,47,48,68,64,58,59,45,49,40,64,56,65,57,49,55,61,44,43,63,63,69,64,49,62,51,56,42,61,68,66,49,50,51,47,72,46,57,45,71,37,43,57,77,54,53,69,69,68,52,72,76,52,60,56,71,67,56,64,54,50,35,64,86,76,67,61,70,46,46,62,58,59,49,55,62,66,59,58,55,49,56,52,61,55,54,55,60,63,58,47,60,58,51,73,71,46,61,55,54,42,62,57,63,56,46,60,66,64,60,63,70,47,66,63,55,55,48,81,48,55,69,56,70,58,62,69,47,74,82,64,56,46,56,83,62,73,51,59,53,53,43,55,56,51,49,62,56,60,69,62,57,63,46,56,62,64,50,71,57,76,58,62,53,68,52,49,67,63,72,58,43,65,63,65,58,47,63,59,61,58,58,43,56,45,66,64,59,63,57,60,75,64,61,60,70,66,43,64,68,54,52,64,64,53,53,75,62,61,65,57,53,59,61,48,52,44,58,59,59,57,64,52,53,73,72,58,48,70,58,54,60,55,43,53,47,35,47,69,51,55,49,63,51,65,71,49,74,57,55,56,60,59,46,60,65,58,63,55,70,63,66,45,59,54,58,65,54,56,59,71,55,70,51,37,55,69,65,51,62,55,77,66,64,62,68,58,63,67,50,48,53,61,59,64,53,71,56,57,68,63,59,72,42,43,58,43,50,47,36,63,70,50,62,61,63,61,57,56,49,72,75,52,48,62,56,70,46,49,54,61,49,62,47,63,72,56,46,72,54,55,61,45,64,51,60,41,40,57,58,51,66,41,54,56,58,63,59,47,56,62,55,71,59,46,59,58,51,50,49,55,72,63,71,55,62,59,77,56,70,63,47,48,76,50,45,62,78,76,64,59,52,73,74,52,53,58,55,75,52,64,53,52,47,50,69,64,47,70,47,62,57,48,69,53,57,59,78,51,66,54,58,57,51,40,47,57,60,45,54,68,56,52,61,69,60,47,59,65,65,68,48,46,47,73,81,45,61,53,53,66,52,50,53,67,56,51,52,42,57,62,58,73,59,68,53,64,55,62,65,53,69,53,49,62,46,79,55,72,61,62,50,51,42,72,59,59,52,85,63,71,54,73,79,62,61,64,73,58,71,79,60,51,62,60,55,62,62,64,71,67,48,62,58,33,44,60,39,62,52,53,73,81,60,61,54,50,61,55,49,47,58,57,51,51,57,65,54,64,58,52,61,54,40,56,60,51,42,36,47,24,36,46,29,20,11,14,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,19,34,30,43,32,25,19,27,36,23,35,27,27,20,18,27,21,23,32,27,23,31,25,27,31,41,19,18,42,34,38,31,30,21,24,35,40,28,46,29,26,19,26,17,29,32,36,21,30,35,19,24,48,27,12,34,32,32,23,13,9,37,40,37,33,26,28,22,14,50,14,21,17,22,21,29,35,25,15,17,28,32,28,27,20,42,49,19,28,18,28,25,47,26,27,30,31,15,10,20,24,33,35,36,20,38,25,25,27,27,35,20,28,27,26,19,23,30,35,28,1,28,18,14,20,24,34,27,22,22,21,26,31,19,7,14,18,28,16,19,13,40,32,12,27,12,22,27,35,29,16,25,22,36,39,38,8,17,26,28,19,15,29,16,10,30,20,45,35,38,31,33,38,34,28,18,22,25,12,38,27,30,21,21,22,40,19,34,29,29,23,29,26,40,43,35,32,22,9,10,36,42,41,25,23,43,30,31,18,23,45,20,21,18,32,30,24,23,28,14,28,24,19,16,37,23,27,27,17,18,30,13,26,23,17,20,21,43,32,26,26,23,35,24,20,18,29,21,33,33,25,14,20,36,48,16,13,30,33,52,25,36,20,25,37,29,20,21,24,29,26,14,26,27,21,25,22,44,29,13,40,21,34,25,27,28,31,23,22,19,27,15,39,21,29,28,21,22,36,26,42,26,14,31,25,32,29,38,16,23,43,28,12,29,42,12,22,28,32,32,29,28,27,21,27,22,41,20,32,9,17,21,22,16,34,22,23,17,21,26,31,31,37,25,23,27,24,17,47,24,28,24,15,35,28,23,25,33,15,30,22,29,21,17,18,27,31,41,34,28,37,17,29,20,37,24,15,30,25,22,34,14,35,17,19,28,46,29,24,24,32,36,29,21,28,15,18,20,43,33,26,28,28,30,42,14,21,13,25,36,39,32,31,23,27,28,31,14,19,17,33,24,19,21,23,23,23,21,45,28,15,24,24,17,30,12,21,23,46,25,24,27,20,22,13,31,34,32,29,19,35,32,39,25,43,21,34,27,19,18,35,29,36,44,26,37,19,37,40,19,29,29,16,42,36,22,28,22,33,29,24,27,26,30,37,32,32,27,28,21,27,16,22,24,26,38,35,26,48,39,21,29,22,13,41,10,26,32,24,44,14,31,13,27,33,31,40,30,25,21,36,16,30,16,24,20,20,16,32,16,27,31,26,18,19,11,36,30,30,23,25,13,14,28,36,23,40,42,24,21,25,22,18,22,4,9,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,43,45,27,33,25,39,28,32,47,37,39,33,47,36,33,40,49,46,42,40,40,36,42,36,32,42,40,33,33,32,46,35,33,42,47,49,34,25,43,47,60,40,22,37,44,34,33,32,57,45,31,34,50,52,46,43,45,30,32,48,45,34,41,38,33,41,39,49,52,31,40,48,39,28,41,51,37,56,47,41,29,18,40,41,53,29,43,32,35,38,40,34,45,27,29,35,31,32,39,39,21,49,41,44,39,41,36,30,42,36,25,22,26,47,31,32,32,47,45,36,34,33,52,43,40,34,51,41,27,31,42,30,36,35,54,47,33,33,39,44,34,46,41,30,30,46,43,36,26,31,38,57,41,32,29,39,56,53,39,48,59,50,38,29,30,38,33,35,33,28,24,39,54,46,36,36,36,54,47,43,38,38,38,40,44,56,28,37,35,35,31,34,44,53,37,25,54,38,35,37,33,38,42,35,40,36,44,40,41,36,26,39,34,34,30,38,40,37,39,40,28,41,40,23,37,55,52,35,33,36,32,28,35,48,45,40,47,25,44,38,39,34,45,39,35,28,20,42,44,31,38,35,33,51,32,21,32,47,47,41,51,34,31,24,40,31,29,24,33,39,34,30,30,42,40,39,27,39,38,36,23,32,31,54,32,35,36,41,45,35,32,33,42,26,37,24,45,44,41,28,45,31,48,42,18,29,27,26,42,38,33,44,33,33,38,34,51,40,30,24,42,32,38,33,27,35,47,54,51,36,27,35,34,30,38,44,37,32,29,30,39,40,26,31,46,40,45,40,34,40,29,44,31,46,21,31,37,25,28,29,35,28,42,29,27,29,31,29,29,38,50,43,32,36,41,40,42,36,35,31,50,46,31,33,36,44,28,37,47,41,29,16,35,36,41,40,39,47,41,40,50,29,24,45,49,43,44,32,29,41,42,33,50,38,27,28,40,35,51,48,32,34,41,41,38,38,30,34,39,48,35,35,36,36,51,39,44,38,40,36,45,42,34,32,28,45,33,36,38,34,41,45,41,38,22,27,30,42,28,46,34,31,39,42,32,31,30,40,32,26,48,34,23,31,27,45,43,51,43,36,37,34,30,65,35,33,30,48,56,37,35,30,43,41,32,38,40,24,35,33,31,47,32,38,23,34,25,30,22,40,38,49,32,42,32,24,47,28,30,26,33,37,41,24,41,40,41,35,28,27,42,38,37,43,31,47,27,44,34,36,44,41,41,38,28,49,39,45,33,42,28,45,40,31,41,30,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,80,41,87,64,71,72,48,51,61,77,58,75,55,55,78,45,61,71,62,74,63,71,50,63,56,41,43,62,77,99,57,69,53,64,53,40,40,66,67,66,59,54,67,50,53,58,60,64,72,77,66,58,58,59,39,61,52,52,58,56,54,51,63,82,70,58,55,48,53,74,74,78,89,54,53,55,58,56,53,74,62,72,65,71,62,40,56,61,56,53,66,69,43,55,50,66,57,50,54,63,73,51,49,53,53,70,64,56,80,71,65,70,46,41,56,79,62,76,66,91,61,51,63,57,73,65,68,71,77,62,56,48,62,55,63,73,76,63,55,54,70,60,50,69,80,77,75,59,49,64,72,63,70,77,73,53,45,50,62,55,45,63,60,60,57,75,60,52,53,45,54,66,71,47,69,60,52,83,57,37,72,62,78,55,57,75,58,57,74,72,54,67,51,74,62,57,55,64,46,66,63,62,57,73,74,82,47,64,54,75,52,67,63,56,52,55,54,70,55,59,53,58,58,50,29,56,54,84,59,73,50,85,38,60,43,72,42,58,64,36,57,60,78,55,55,60,61,51,64,60,55,67,51,48,84,99,60,56,53,53,61,49,80,57,55,58,44,54,72,61,63,89,46,48,46,51,55,62,59,65,67,52,55,55,70,43,56,63,58,67,70,62,48,85,60,43,69,75,47,60,53,56,60,47,59,67,61,30,50,65,62,51,73,59,55,72,69,80,51,58,46,69,70,48,70,71,59,45,42,70,59,54,47,68,86,69,79,62,82,41,58,63,61,41,55,72,47,46,59,70,81,41,58,46,59,67,68,38,55,65,56,82,73,59,75,53,55,65,35,40,56,54,59,39,52,78,63,43,84,49,43,74,33,85,63,57,62,60,61,62,73,63,49,80,55,59,66,58,53,68,45,54,58,79,71,47,47,57,70,68,65,59,84,73,76,74,69,48,49,69,53,52,60,50,56,68,75,64,57,63,63,55,44,72,47,65,43,43,52,55,42,69,89,59,59,82,80,49,43,55,48,49,47,45,47,41,77,63,66,61,65,63,59,57,76,34,72,78,57,57,50,74,60,58,40,57,61,61,71,76,47,74,60,54,48,43,42,51,81,43,51,72,73,69,63,51,72,76,70,63,62,39,61,50,36,32,60,78,56,45,87,62,68,55,51,64,59,65,41,48,57,71,65,70,48,63,45,61,59,61,55,60,50,57,61,79,46,64,55,65,73,47,41,65,48,75,71,55,76,39,61,59,39,30,13,19,31,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
